brandName,isVariantsWithSamePrice,picturesUrl,categories,hsnCode,inclusiveAllTaxes,picturesPath,productUid,description,gender,hasNoGstNumber,otherTax,productName,storeId,prn,createdOn,storeDetails,tags,variants,addedBy,taxType,isListable,isDeleted
virgo,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2FenyMuzrGVEwXM5UaFJyG%2Fproducts%2F1544973496706_download.jpg?alt=media&token=5a5706f1-d1be-4fa0-992f-fc34a8266fb3""]","{""category1"":""Casuals"",""category2"":""Full Hand"",""colorCategory"":""White""}",61,1,"[""stores/enyMuzrGVEwXM5UaFJyG/products/1544973496706_download.jpg""]",MY2faU2wzoqZz7RomzyL,,Men,1,0,Cotton Casual Shirt for men,enyMuzrGVEwXM5UaFJyG,dcvdm,"{""_seconds"":1544973531,""_nanoseconds"":588000000}","{""address"":{""city"":""COIMBATORE"",""state"":""TAMIL NADU"",""pinCode"":641001,""street"":""RS PURM""},""location"":{""_latitude"":11.008021699999999,""_longitude"":76.95853369999999},""name"":""Unique Fashion ""}","[""Casuals"",""Full Hand""]","[{""stock"":10,""purchasedPrice"":300,""objectID"":""MY2faU2wzoqZz7RomzyL_0"",""sellingPrice"":550,""size"":""l""},{""stock"":20,""purchasedPrice"":0,""objectID"":""MY2faU2wzoqZz7RomzyL_1"",""sellingPrice"":0,""size"":""m""}]",GElR7aDaoYTRwGG2FmRw2Lnen3B3,textile,1,
tommy,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2FenyMuzrGVEwXM5UaFJyG%2Fproducts%2F1544974322634_download.jpg?alt=media&token=800fb402-1f52-4926-8f0a-ae1b28c363ee""]","{""category1"":""jeans"",""category2"":""Relaxed-Fit "",""colorCategory"":""grey""}",61,1,"[""stores/enyMuzrGVEwXM5UaFJyG/products/1544974322634_download.jpg""]",NAZkKLFh9nMxp3LfTlih,,Men,1,0,Men's Relaxed-Fit Jeans,enyMuzrGVEwXM5UaFJyG,nwmhf,"{""_seconds"":1544974335,""_nanoseconds"":409000000}","{""address"":{""city"":""COIMBATORE"",""state"":""TAMIL NADU"",""pinCode"":641001,""street"":""RS PURM""},""location"":{""_latitude"":11.008021699999999,""_longitude"":76.95853369999999},""name"":""Unique Fashion ""}","[""Relaxed-Fit "",""Jeans""]","[{""size"":""38"",""stock"":20,""purchasedPrice"":550,""objectID"":""NAZkKLFh9nMxp3LfTlih_0"",""sellingPrice"":1100},{""size"":""36"",""stock"":13,""purchasedPrice"":0,""objectID"":""NAZkKLFh9nMxp3LfTlih_1"",""sellingPrice"":0}]",GElR7aDaoYTRwGG2FmRw2Lnen3B3,textile,1,
Spice,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2FeIGNV5kDx1JuMCn3td3W%2Fproducts%2F1545109753203_91Of0odQ5EL._UX425_.jpg?alt=media&token=4c0beb8e-d2ce-4070-bf1b-c6a271b6942b""]","{""category2"":""Half Hand"",""colorCategory"":""Blue"",""category1"":""Casuals""}",61,1,"[""stores/eIGNV5kDx1JuMCn3td3W/products/1545109753203_91Of0odQ5EL._UX425_.jpg""]",NICOdKr2ht9zok2VJmH0,,Men,1,0, Shirts Men Cotton Casual Shirts,eIGNV5kDx1JuMCn3td3W,tyblf,"{""_seconds"":1545109767,""_nanoseconds"":859000000}","{""name"":""Mens Mufti"",""address"":{""street"":""DB road, Rs Puram"",""city"":""COIMBATORE"",""state"":""TAMIL NADU"",""pinCode"":641001},""location"":{""_latitude"":10.996953099999999,""_longitude"":76.95853369999999}}","[""Casuals"",""Half Hand""]","[{""purchasedPrice"":350,""objectID"":""NICOdKr2ht9zok2VJmH0_0"",""sellingPrice"":699,""size"":""l"",""stock"":18},{""purchasedPrice"":0,""objectID"":""NICOdKr2ht9zok2VJmH0_1"",""sellingPrice"":0,""size"":""xl"",""stock"":10}]",GElR7aDaoYTRwGG2FmRw2Lnen3B3,textile,1,
Riva,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2Fo52ai0cVtcxBPbsS8MuU%2Fproducts%2F1545111827834_maxresdefault.jpg?alt=media&token=e207c4c4-3e0c-45d0-9743-fb727c722956""]","{""category2"":""  Designer"",""colorCategory"":""LawnGreen"",""category1"":""Chudidhar ""}",61,1,"[""stores/o52ai0cVtcxBPbsS8MuU/products/1545111827834_maxresdefault.jpg""]",P3OrhxkGw0rMJrItl16n,,Men,1,0, Designer Chudidhar  for women,o52ai0cVtcxBPbsS8MuU,cjzdq,"{""_seconds"":1545111839,""_nanoseconds"":478000000}","{""address"":{""city"":""COIMBATORE"",""state"":""TAMIL NADU"",""pinCode"":641001,""street"":""RS PURAM""},""location"":{""_latitude"":10.996940799999999,""_longitude"":76.9581056},""name"":""Diva Fashion""}","["" Designer"","" Chudidhar ""]","[{""size"":""m"",""stock"":10,""purchasedPrice"":450,""objectID"":""P3OrhxkGw0rMJrItl16n_0"",""sellingPrice"":750},{""size"":""l"",""stock"":19,""purchasedPrice"":0,""objectID"":""P3OrhxkGw0rMJrItl16n_1"",""sellingPrice"":0}]",xYKdM80shFN1HN2eFjdEvH7SabG2,textile,1,1
Tommy,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2FeIGNV5kDx1JuMCn3td3W%2Fproducts%2F1545108183063_nologo-white-navy-stripper-tee.jpg?alt=media&token=e98c8ae4-6a08-4528-89f1-a3a4e82d0dba""]","{""category2"":""Full Hand"",""colorCategory"":""Blue"",""category1"":""T shirt ""}",61,1,"[""stores/eIGNV5kDx1JuMCn3td3W/products/1545108183063_nologo-white-navy-stripper-tee.jpg""]",QOM1eiYWsAuIeNiVfX4k,,Men,1,0,Full Hand T shirt  for men ,eIGNV5kDx1JuMCn3td3W,vmhtz,"{""_seconds"":1545108197,""_nanoseconds"":487000000}","{""address"":{""street"":""DB road, Rs Puram"",""city"":""COIMBATORE"",""state"":""TAMIL NADU"",""pinCode"":641001},""location"":{""_latitude"":10.996953099999999,""_longitude"":76.95853369999999},""name"":""Mens Mufti""}","[""T- Shirt"",""Full Hand"",""round neck""]","[{""stock"":20,""purchasedPrice"":150,""objectID"":""QOM1eiYWsAuIeNiVfX4k_0"",""sellingPrice"":299,""size"":""m""},{""size"":""l"",""stock"":15,""purchasedPrice"":0,""objectID"":""QOM1eiYWsAuIeNiVfX4k_1"",""sellingPrice"":0}]",GElR7aDaoYTRwGG2FmRw2Lnen3B3,textile,1,
Tommy,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2FeIGNV5kDx1JuMCn3td3W%2Fproducts%2F1545110981859_7f64e19e-99d8-4e37-bb58-a7a56381ea431542884411296-Calvin-Klein-Jeans-Men-Blue-Slim-Straight-Fit-Mid-Rise-Jeans-1.jpg?alt=media&token=568aa0d9-2b97-4de8-9078-d2ffe0196ebb""]","{""category1"":""jeans"",""category2"":""normal fit"",""colorCategory"":""blue""}",61,1,"[""stores/eIGNV5kDx1JuMCn3td3W/products/1545110981859_7f64e19e-99d8-4e37-bb58-a7a56381ea431542884411296-Calvin-Klein-Jeans-Men-Blue-Slim-Straight-Fit-Mid-Rise-Jeans-1.jpg""]",RZnkvAi9DgseI93lt95L,,Men,1,0,Men Jeans Normal Fit,eIGNV5kDx1JuMCn3td3W,qmljp,"{""_seconds"":1545110993,""_nanoseconds"":858000000}","{""location"":{""_latitude"":10.996953099999999,""_longitude"":76.95853369999999},""name"":""Mens Mufti"",""address"":{""city"":""COIMBATORE"",""state"":""TAMIL NADU"",""pinCode"":641001,""street"":""DB road, Rs Puram""}}","[""Jeans"",""normal fit"",""blue ""]","[{""stock"":10,""purchasedPrice"":550,""objectID"":""RZnkvAi9DgseI93lt95L_0"",""sellingPrice"":1000,""size"":""38""},{""size"":""36"",""stock"":16,""purchasedPrice"":0,""objectID"":""RZnkvAi9DgseI93lt95L_1"",""sellingPrice"":0}]",GElR7aDaoYTRwGG2FmRw2Lnen3B3,textile,1,
Ronna,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2Fo52ai0cVtcxBPbsS8MuU%2Fproducts%2F1545113882978_DP56671110_F_1.jpg?alt=media&token=0cd0c70f-629c-49bd-b37b-647ece9440e6""]","{""category2"":""Half Hand"",""colorCategory"":""Black"",""category1"":""tops""}",61,1,"[""stores/o52ai0cVtcxBPbsS8MuU/products/1545113882978_DP56671110_F_1.jpg""]",SHdYO8rbZRD8TIlMieEO,,Women,1,0,Black Tops For Women,o52ai0cVtcxBPbsS8MuU,xxzyg,"{""_seconds"":1545113890,""_nanoseconds"":365000000}","{""name"":""Diva Fashion"",""address"":{""city"":""COIMBATORE"",""state"":""TAMIL NADU"",""pinCode"":641001,""street"":""RS PURAM""},""location"":{""_latitude"":10.996940799999999,""_longitude"":76.9581056}}","[""Tops"",""Half Hand"","" black""]","[{""objectID"":""SHdYO8rbZRD8TIlMieEO_0"",""sellingPrice"":250,""size"":""m"",""stock"":20,""purchasedPrice"":150},{""purchasedPrice"":0,""objectID"":""SHdYO8rbZRD8TIlMieEO_1"",""sellingPrice"":0,""size"":""l"",""stock"":16}]",xYKdM80shFN1HN2eFjdEvH7SabG2,textile,1,
spice,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2FenyMuzrGVEwXM5UaFJyG%2Fproducts%2F1544973011585_file_7dfdf676.jpeg?alt=media&token=0a59b7b4-6d26-41ec-8bb3-7aac6788c401""]","{""category2"":""Half Hand"",""colorCategory"":""black"",""category1"":""T shirts""}",61,1,"[""stores/enyMuzrGVEwXM5UaFJyG/products/1544973011585_file_7dfdf676.jpeg""]",VZ8aQrXbDU49Ua2DDJxb,,Men,1,0,Round neck T shirts for men ,enyMuzrGVEwXM5UaFJyG,fpvyb,"{""_seconds"":1544973048,""_nanoseconds"":670000000}","{""address"":{""street"":""RS PURM"",""city"":""COIMBATORE"",""state"":""TAMIL NADU"",""pinCode"":641001},""location"":{""_latitude"":11.008021699999999,""_longitude"":76.95853369999999},""name"":""Unique Fashion ""}","[""Round neck"",""T shirts "",""Half Hand""]","[{""purchasedPrice"":250,""objectID"":""VZ8aQrXbDU49Ua2DDJxb_0"",""sellingPrice"":400,""size"":""l"",""stock"":10},{""purchasedPrice"":0,""objectID"":""VZ8aQrXbDU49Ua2DDJxb_1"",""sellingPrice"":0,""size"":""xl"",""stock"":20}]",GElR7aDaoYTRwGG2FmRw2Lnen3B3,textile,1,
TOMMY,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2FenyMuzrGVEwXM5UaFJyG%2Fproducts%2F1544975713102_images.jpg?alt=media&token=e7b6974b-c7c7-4328-ba3d-18ffbc166bb0""]","{""category2"":""slim fit"",""colorCategory"":""Grey"",""category1"":""Formals""}",61,1,"[""stores/enyMuzrGVEwXM5UaFJyG/products/1544975713102_images.jpg""]",Vq2HCpGAyVGufxodTDZC,,Men,1,0,formal pant for men,enyMuzrGVEwXM5UaFJyG,dvdch,"{""_seconds"":1544975762,""_nanoseconds"":873000000}","{""address"":{""street"":""RS PURM"",""city"":""COIMBATORE"",""state"":""TAMIL NADU"",""pinCode"":641001},""location"":{""_latitude"":11.008021699999999,""_longitude"":76.95853369999999},""name"":""Unique Fashion ""}","[""Formals"",""slim fit""]","[{""purchasedPrice"":500,""objectID"":""Vq2HCpGAyVGufxodTDZC_0"",""sellingPrice"":999,""size"":""38"",""stock"":10},{""stock"":20,""purchasedPrice"":0,""objectID"":""Vq2HCpGAyVGufxodTDZC_1"",""sellingPrice"":0,""size"":""36""}]",GElR7aDaoYTRwGG2FmRw2Lnen3B3,textile,1,
Riva,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2Fo52ai0cVtcxBPbsS8MuU%2Fproducts%2F1545114199334_1503951933333089232.jpg?alt=media&token=038446c3-dfae-40da-b8e9-da9c4e75ed4f""]","{""category1"":""Leggings"",""category2"":""Ripped"",""colorCategory"":""Black""}",61,1,"[""stores/o52ai0cVtcxBPbsS8MuU/products/1545114199334_1503951933333089232.jpg""]",Xi0k4dwXKjhrRyP6Xjkc,,Women,1,0,ladies High Waisted Ripped Leggings,o52ai0cVtcxBPbsS8MuU,tlxwk,"{""_seconds"":1545114209,""_nanoseconds"":649000000}","{""location"":{""_latitude"":10.996940799999999,""_longitude"":76.9581056},""name"":""Diva Fashion"",""address"":{""city"":""COIMBATORE"",""state"":""TAMIL NADU"",""pinCode"":641001,""street"":""RS PURAM""}}","[""Leggings"",""Ripped"",""black""]","[{""stock"":9,""purchasedPrice"":200,""objectID"":""Xi0k4dwXKjhrRyP6Xjkc_0"",""sellingPrice"":350,""size"":""38""},{""purchasedPrice"":0,""objectID"":""Xi0k4dwXKjhrRyP6Xjkc_1"",""sellingPrice"":0,""size"":""36"",""stock"":17}]",xYKdM80shFN1HN2eFjdEvH7SabG2,textile,1,
tommy,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2FenyMuzrGVEwXM5UaFJyG%2Fproducts%2F1544973961327_men_s-casual-trolley-grey-shirt-11277a_3_300x.jpg?alt=media&token=004cc2d0-fc9e-4057-a99c-f5158d9e556d""]","{""category1"":""Casuals"",""category2"":""Full Hand"",""colorCategory"":"" Grey""}",61,1,"[""stores/enyMuzrGVEwXM5UaFJyG/products/1544973961327_men_s-casual-trolley-grey-shirt-11277a_3_300x.jpg""]",YNnPSntKzqGRtGHzFt9j,,Men,1,0,Men's Casual  Shirt,enyMuzrGVEwXM5UaFJyG,sqbxw,"{""_seconds"":1544973969,""_nanoseconds"":327000000}","{""address"":{""city"":""COIMBATORE"",""state"":""TAMIL NADU"",""pinCode"":641001,""street"":""RS PURM""},""location"":{""_latitude"":11.008021699999999,""_longitude"":76.95853369999999},""name"":""Unique Fashion ""}","["" Casual"",""Full Hand""]","[{""purchasedPrice"":350,""objectID"":""YNnPSntKzqGRtGHzFt9j_0"",""sellingPrice"":700,""size"":""m"",""stock"":10},{""purchasedPrice"":0,""objectID"":""YNnPSntKzqGRtGHzFt9j_1"",""sellingPrice"":0,""size"":""l"",""stock"":20}]",GElR7aDaoYTRwGG2FmRw2Lnen3B3,textile,1,
Seema,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2Fo52ai0cVtcxBPbsS8MuU%2Fproducts%2F1545113125103_38-d-1005170-rene-original-imaf7hk8kykp82hx.jpeg?alt=media&token=ef3e00e4-9f56-4875-978f-2bba61fe64d1""]","{""category1"":""blouse"",""category2"":"" collar"",""colorCategory"":""PaleVioletRed""}",61,1,"[""stores/o52ai0cVtcxBPbsS8MuU/products/1545113125103_38-d-1005170-rene-original-imaf7hk8kykp82hx.jpeg""]",YkZbCsW2tXOnrFzDUmRG,,Men,1,0, collar Women Stitched Blouse,o52ai0cVtcxBPbsS8MuU,zgtth,"{""_seconds"":1545113137,""_nanoseconds"":444000000}","{""address"":{""state"":""TAMIL NADU"",""pinCode"":641001,""street"":""RS PURAM"",""city"":""COIMBATORE""},""location"":{""_latitude"":10.996940799999999,""_longitude"":76.9581056},""name"":""Diva Fashion""}","["" collar"",""Blouse""]","[{""size"":""36"",""stock"":10,""purchasedPrice"":750,""objectID"":""YkZbCsW2tXOnrFzDUmRG_0"",""sellingPrice"":1350},{""objectID"":""YkZbCsW2tXOnrFzDUmRG_1"",""sellingPrice"":0,""size"":""38"",""stock"":20,""purchasedPrice"":0}]",xYKdM80shFN1HN2eFjdEvH7SabG2,textile,1,1
Ronna,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2Fo52ai0cVtcxBPbsS8MuU%2Fproducts%2F1545112276466_203260245_9607_59E6F1A4416F4484B742ED23030D443B.jpg?alt=media&token=67603169-7745-4d48-83c9-2b513a072948""]","{""category1"":""Saree"",""category2"":"" Chiffon Zari"",""colorCategory"":""red""}",61,1,"[""stores/o52ai0cVtcxBPbsS8MuU/products/1545112276466_203260245_9607_59E6F1A4416F4484B742ED23030D443B.jpg""]",anKRkeTKNXcccgjMt0zJ,,Women,1,0,Womens Chiffon Zari Saree,o52ai0cVtcxBPbsS8MuU,llkgw,"{""_seconds"":1545112283,""_nanoseconds"":681000000}","{""name"":""Diva Fashion"",""address"":{""city"":""COIMBATORE"",""state"":""TAMIL NADU"",""pinCode"":641001,""street"":""RS PURAM""},""location"":{""_latitude"":10.996940799999999,""_longitude"":76.9581056}}","[""Saree"",""Chiffon Zari "",""red""]","[{""objectID"":""anKRkeTKNXcccgjMt0zJ_0"",""sellingPrice"":1800,""size"":""no size"",""stock"":20,""purchasedPrice"":1000},{""purchasedPrice"":0,""objectID"":""anKRkeTKNXcccgjMt0zJ_1"",""sellingPrice"":0,""size"":""NO SIZE"",""stock"":15}]",xYKdM80shFN1HN2eFjdEvH7SabG2,textile,1,
Nike ,1,[],"{""category1"":""Casuals"",""category2"":""Full Hand"",""colorCategory"":""Black""}",61,1,[],eDqspBjsLh4cYvWdqK2g,,Men,1,0,Shirt,M2epzuDAplyE5AKfPrsS,xlpsx,"{""_seconds"":1545512518,""_nanoseconds"":950000000}","{""address"":{""street"":""R.S.Puram"",""city"":""Coimbatore"",""state"":""Tamil Nadu"",""pinCode"":641002},""location"":{""_latitude"":10.9411319,""_longitude"":76.9535083},""name"":""Fashion door""}","[""""]","[{""stock"":6,""purchasedPrice"":300,""objectID"":""eDqspBjsLh4cYvWdqK2g_0"",""sellingPrice"":400,""size"":""xl""}]",utE04LXBqgWMFlxwNTs3XGOsdZ72,textile,,
 Virgo,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2FeIGNV5kDx1JuMCn3td3W%2Fproducts%2F1545110038098_81d01bfa-bb15-425c-adec-626337e3511e1536071410966-1.jpg?alt=media&token=a0ef9ddb-3b21-4a6d-94ce-12d1f3b155b4""]","{""category2"":""Full Hand"",""colorCategory"":""Navy"",""category1"":""Casuals""}",61,1,"[""stores/eIGNV5kDx1JuMCn3td3W/products/1545110038098_81d01bfa-bb15-425c-adec-626337e3511e1536071410966-1.jpg""]",fXL5EHwu1d4qBv95Xjlf,,Men,1,0,Navy Blue Slim Fit Striped Casual Shirt,eIGNV5kDx1JuMCn3td3W,nmksb,"{""_seconds"":1545110046,""_nanoseconds"":288000000}","{""address"":{""city"":""COIMBATORE"",""state"":""TAMIL NADU"",""pinCode"":641001,""street"":""DB road, Rs Puram""},""location"":{""_latitude"":10.996953099999999,""_longitude"":76.95853369999999},""name"":""Mens Mufti""}","[""Casuals"",""slim fit"",""Full Hand""]","[{""purchasedPrice"":399,""objectID"":""fXL5EHwu1d4qBv95Xjlf_0"",""sellingPrice"":799,""size"":""l"",""stock"":20},{""size"":""XL"",""stock"":15,""purchasedPrice"":0,""objectID"":""fXL5EHwu1d4qBv95Xjlf_1"",""sellingPrice"":0}]",GElR7aDaoYTRwGG2FmRw2Lnen3B3,textile,1,
Seema,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2Fo52ai0cVtcxBPbsS8MuU%2Fproducts%2F1545113372090_images.jpg?alt=media&token=4ea48e64-35da-4b2b-92a7-88613f716e4c""]","{""category2"":""Designer"",""colorCategory"":"" Yellow"",""category1"":""blouse""}",61,1,"[""stores/o52ai0cVtcxBPbsS8MuU/products/1545113372090_images.jpg""]",gXknNgrnYozElaACvmwA,,Women,1,0,Comforting Brocade Yellow Color Designer Blouse,o52ai0cVtcxBPbsS8MuU,bhzlp,"{""_seconds"":1545113382,""_nanoseconds"":528000000}","{""location"":{""_latitude"":10.996940799999999,""_longitude"":76.9581056},""name"":""Diva Fashion"",""address"":{""city"":""COIMBATORE"",""state"":""TAMIL NADU"",""pinCode"":641001,""street"":""RS PURAM""}}","["" Blouse"","" Designer"",""Comforting Brocade"",""yellow""]","[{""stock"":20,""purchasedPrice"":500,""objectID"":""gXknNgrnYozElaACvmwA_0"",""sellingPrice"":900,""size"":""38""},{""purchasedPrice"":0,""objectID"":""gXknNgrnYozElaACvmwA_1"",""sellingPrice"":0,""size"":""36"",""stock"":16}]",xYKdM80shFN1HN2eFjdEvH7SabG2,textile,1,
Tommy,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2FeIGNV5kDx1JuMCn3td3W%2Fproducts%2F1545109903716_casual-shirts-for-men-500x500.jpg?alt=media&token=ff98595c-17c4-4431-b646-06bb4e74a0b4""]","{""colorCategory"":""White"",""category1"":""Casuals"",""category2"":""Full Hand""}",61,1,"[""stores/eIGNV5kDx1JuMCn3td3W/products/1545109903716_casual-shirts-for-men-500x500.jpg""]",iVLnpUmUyPoO3pVizoL2,,Men,1,0,Casual Shirt For men,eIGNV5kDx1JuMCn3td3W,dwwxm,"{""_seconds"":1545109911,""_nanoseconds"":635000000}","{""name"":""Mens Mufti"",""address"":{""street"":""DB road, Rs Puram"",""city"":""COIMBATORE"",""state"":""TAMIL NADU"",""pinCode"":641001},""location"":{""_latitude"":10.996953099999999,""_longitude"":76.95853369999999}}","[""Casuals"",""Half Hand""]","[{""size"":""l"",""stock"":20,""purchasedPrice"":400,""objectID"":""iVLnpUmUyPoO3pVizoL2_0"",""sellingPrice"":750},{""objectID"":""iVLnpUmUyPoO3pVizoL2_1"",""sellingPrice"":0,""size"":""XL"",""stock"":10,""purchasedPrice"":0}]",GElR7aDaoYTRwGG2FmRw2Lnen3B3,textile,1,
spice,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2FenyMuzrGVEwXM5UaFJyG%2Fproducts%2F1544973827477_images.jpg?alt=media&token=46e73de5-158f-4ccf-a161-25c54cb03d28""]","{""colorCategory"":""black"",""category1"":""Casuals"",""category2"":""Full Hand""}",61,1,"[""stores/enyMuzrGVEwXM5UaFJyG/products/1544973827477_images.jpg""]",kDf8tJQlgvqixXO0puPg,,Men,1,0,Casual  shirt for men,enyMuzrGVEwXM5UaFJyG,dmvzt,"{""_seconds"":1544973835,""_nanoseconds"":374000000}","{""location"":{""_latitude"":11.008021699999999,""_longitude"":76.95853369999999},""name"":""Unique Fashion "",""address"":{""street"":""RS PURM"",""city"":""COIMBATORE"",""state"":""TAMIL NADU"",""pinCode"":641001}}","[""Casuals"",""Full Hand""]","[{""purchasedPrice"":350,""objectID"":""kDf8tJQlgvqixXO0puPg_0"",""sellingPrice"":650,""size"":""m"",""stock"":10},{""objectID"":""kDf8tJQlgvqixXO0puPg_1"",""sellingPrice"":0,""size"":""l"",""stock"":20,""purchasedPrice"":0}]",GElR7aDaoYTRwGG2FmRw2Lnen3B3,textile,1,
Tommy,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2FeIGNV5kDx1JuMCn3td3W%2Fproducts%2F1545110345977_distressed-skinny-jeans-for-men_1200x1200.jpg?alt=media&token=ccf2b1ea-1f35-4f8b-8080-bc8d8da7b658""]","{""colorCategory"":""Blue"",""category1"":""jeans"",""category2"":""slim fit""}",61,1,"[""stores/eIGNV5kDx1JuMCn3td3W/products/1545110345977_distressed-skinny-jeans-for-men_1200x1200.jpg""]",kZY0eaXOUHnpyCHFVtlv,,Men,1,0,Distressed Skinny Jeans for Men ,eIGNV5kDx1JuMCn3td3W,jlrls,"{""_seconds"":1545110369,""_nanoseconds"":107000000}","{""address"":{""street"":""DB road, Rs Puram"",""city"":""COIMBATORE"",""state"":""TAMIL NADU"",""pinCode"":641001},""location"":{""_latitude"":10.996953099999999,""_longitude"":76.95853369999999},""name"":""Mens Mufti""}","[""Jeans"",""slim fit""]","[{""objectID"":""kZY0eaXOUHnpyCHFVtlv_0"",""sellingPrice"":1350,""size"":""38"",""stock"":10,""purchasedPrice"":750},{""purchasedPrice"":0,""objectID"":""kZY0eaXOUHnpyCHFVtlv_1"",""sellingPrice"":0,""size"":""36"",""stock"":15}]",GElR7aDaoYTRwGG2FmRw2Lnen3B3,textile,1,
Tommy,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2FeIGNV5kDx1JuMCn3td3W%2Fproducts%2F1545109600540_Dope-Black-Printed-Men-Graphics-T-shirt-Front-Smokedclothing.com_.jpg?alt=media&token=6601d26f-2548-46a5-b030-9168730dcb07""]","{""category1"":"" T shirt"",""category2"":""Half Hand"",""colorCategory"":""Black""}",61,1,"[""stores/eIGNV5kDx1JuMCn3td3W/products/1545109600540_Dope-Black-Printed-Men-Graphics-T-shirt-Front-Smokedclothing.com_.jpg""]",lUQKO1uAbNKsGFUKbkbn,,Men,1,0,Dope Black Printed Men Graphics T shirt,eIGNV5kDx1JuMCn3td3W,psfsz,"{""_seconds"":1545109611,""_nanoseconds"":522000000}","{""location"":{""_latitude"":10.996953099999999,""_longitude"":76.95853369999999},""name"":""Mens Mufti"",""address"":{""city"":""COIMBATORE"",""state"":""TAMIL NADU"",""pinCode"":641001,""street"":""DB road, Rs Puram""}}","[""round neck"",""T- Shirt"",""Half Hand""]","[{""purchasedPrice"":200,""objectID"":""lUQKO1uAbNKsGFUKbkbn_0"",""sellingPrice"":399,""size"":""m"",""stock"":10},{""purchasedPrice"":0,""objectID"":""lUQKO1uAbNKsGFUKbkbn_1"",""sellingPrice"":0,""size"":""l"",""stock"":20}]",GElR7aDaoYTRwGG2FmRw2Lnen3B3,textile,1,
Ronna,1,"[""https://firebasestorage.googleapis.com/v0/b/clothxtest.appspot.com/o/stores%2Fo52ai0cVtcxBPbsS8MuU%2Fproducts%2F1545112453743_subhash-temptation-21-designer-saree-purple-sbw9002-mm-georgette-52a.jpg?alt=media&token=1413d36a-b6ca-4d45-bdac-5b2de6b56d38""]","{""category1"":"" saree"",""category2"":""Sudarsvhan Silks"",""colorCategory"":""Navy""}",61,1,"[""stores/o52ai0cVtcxBPbsS8MuU/products/1545112453743_subhash-temptation-21-designer-saree-purple-sbw9002-mm-georgette-52a.jpg""]",nK3mof3vVRO49FSTK1PS,,Women,1,0,Sudarsvhan Silks saree For Women,o52ai0cVtcxBPbsS8MuU,zgbsx,"{""_seconds"":1545112473,""_nanoseconds"":545000000}","{""name"":""Diva Fashion"",""address"":{""street"":""RS PURAM"",""city"":""COIMBATORE"",""state"":""TAMIL NADU"",""pinCode"":641001},""location"":{""_latitude"":10.996940799999999,""_longitude"":76.9581056}}","[""Saree"",""Sudarsvhan Silks"",""Navy""]","[{""purchasedPrice"":800,""objectID"":""nK3mof3vVRO49FSTK1PS_0"",""sellingPrice"":1300,""size"":""no size"",""stock"":10},{""stock"":14,""purchasedPrice"":0,""objectID"":""nK3mof3vVRO49FSTK1PS_1"",""sellingPrice"":0,""size"":""NO SIZE""}]",xYKdM80shFN1HN2eFjdEvH7SabG2,textile,1,
